@relation AmericanRiv_Forecasts1

@attribute CPT_RAIN_OCT numeric
@attribute CPT_RAIN_NOV numeric
@attribute CPT_RAIN_DEC numeric
@attribute CPT_RAIN_JAN numeric
@attribute CPT_RAIN_FEB numeric
@attribute CPT_RAIN_MAR numeric
@attribute CPT_RAIN_APR numeric
@attribute CPT_RAIN_MAY numeric
@attribute CPT_RAIN_JUN numeric
@attribute TAC_RAIN_OCT numeric
@attribute TAC_RAIN_NOV numeric
@attribute TAC_RAIN_DEC numeric
@attribute TAC_RAIN_JAN numeric
@attribute TAC_RAIN_FEB numeric
@attribute TAC_RAIN_MAR numeric
@attribute TAC_RAIN_APR numeric
@attribute TAC_RAIN_MAY numeric
@attribute TAC_RAIN_JUN numeric
@attribute TKE_RAIN_OCT numeric
@attribute TKE_RAIN_NOV numeric
@attribute TKE_RAIN_DEC numeric
@attribute TKE_RAIN_JAN numeric
@attribute TKE_RAIN_FEB numeric
@attribute TKE_RAIN_MAR numeric
@attribute TKE_RAIN_APR numeric
@attribute TKE_RAIN_MAY numeric
@attribute TKE_RAIN_JUN numeric
@attribute BYM_RAIN_OCT numeric
@attribute BYM_RAIN_NOV numeric
@attribute BYM_RAIN_DEC numeric
@attribute BYM_RAIN_JAN numeric
@attribute BYM_RAIN_FEB numeric
@attribute BYM_RAIN_MAR numeric
@attribute BYM_RAIN_APR numeric
@attribute BYM_RAIN_MAY numeric
@attribute BYM_RAIN_JUN numeric
@attribute LSP_RAIN_OCT numeric
@attribute LSP_RAIN_NOV numeric
@attribute LSP_RAIN_DEC numeric
@attribute LSP_RAIN_JAN numeric
@attribute LSP_RAIN_FEB numeric
@attribute LSP_RAIN_MAR numeric
@attribute LSP_RAIN_APR numeric
@attribute LSP_RAIN_MAY numeric
@attribute LSP_RAIN_JUN numeric
@attribute SSR_RAIN_OCT numeric
@attribute SSR_RAIN_NOV numeric
@attribute SSR_RAIN_DEC numeric
@attribute SSR_RAIN_JAN numeric
@attribute SSR_RAIN_FEB numeric
@attribute SSR_RAIN_MAR numeric
@attribute SSR_RAIN_APR numeric
@attribute SSR_RAIN_MAY numeric
@attribute SSR_RAIN_JUN numeric
@attribute PCF_RAIN_OCT numeric
@attribute PCF_RAIN_NOV numeric
@attribute PCF_RAIN_DEC numeric
@attribute PCF_RAIN_JAN numeric
@attribute PCF_RAIN_FEB numeric
@attribute PCF_RAIN_MAR numeric
@attribute PCF_RAIN_APR numeric
@attribute PCF_RAIN_MAY numeric
@attribute PCF_RAIN_JUN numeric
@attribute GRG_RAIN_OCT numeric
@attribute GRG_RAIN_NOV numeric
@attribute GRG_RAIN_DEC numeric
@attribute GRG_RAIN_JAN numeric
@attribute GRG_RAIN_FEB numeric
@attribute GRG_RAIN_MAR numeric
@attribute GRG_RAIN_APR numeric
@attribute GRG_RAIN_MAY numeric
@attribute GRG_RAIN_JUN numeric
@attribute FDD_RAIN_OCT numeric
@attribute FDD_RAIN_NOV numeric
@attribute FDD_RAIN_DEC numeric
@attribute FDD_RAIN_JAN numeric
@attribute FDD_RAIN_FEB numeric
@attribute FDD_RAIN_MAR numeric
@attribute FDD_RAIN_APR numeric
@attribute FDD_RAIN_MAY numeric
@attribute FDD_RAIN_JUN numeric
@attribute PCV_RAIN_OCT numeric
@attribute PCV_RAIN_NOV numeric
@attribute PCV_RAIN_DEC numeric
@attribute PCV_RAIN_JAN numeric
@attribute PCV_RAIN_FEB numeric
@attribute PCV_RAIN_MAR numeric
@attribute PCV_RAIN_APR numeric
@attribute PCV_RAIN_MAY numeric
@attribute PCV_RAIN_JUN numeric
@attribute APH_SNOW_JAN numeric
@attribute APH_SNOW_FEB numeric
@attribute APH_SNOW_MAR numeric
@attribute APH_SNOW_APR numeric
@attribute APH_SNOW_MAY numeric
@attribute CAP_SNOW_JAN numeric
@attribute CAP_SNOW_FEB numeric
@attribute CAP_SNOW_MAR numeric
@attribute CAP_SNOW_APR numeric
@attribute CAP_SNOW_MAY numeric
@attribute CPF_SNOW_APR numeric
@attribute CC5_SNOW_JAN numeric
@attribute CC5_SNOW_FEB numeric
@attribute CC5_SNOW_MAR numeric
@attribute CC5_SNOW_APR numeric
@attribute CC5_SNOW_MAY numeric
@attribute CC5_SNOW_JUN numeric
@attribute CCO_SNOW_JAN numeric
@attribute CCO_SNOW_FEB numeric
@attribute CCO_SNOW_MAR numeric
@attribute CCO_SNOW_APR numeric
@attribute CCO_SNOW_MAY numeric
@attribute DRR_SNOW_JAN numeric
@attribute DRR_SNOW_FEB numeric
@attribute DRR_SNOW_MAR numeric
@attribute DRR_SNOW_APR numeric
@attribute DRR_SNOW_MAY numeric
@attribute DNS_SNOW_JAN numeric
@attribute DNS_SNOW_FEB numeric
@attribute DNS_SNOW_MAR numeric
@attribute DNS_SNOW_APR numeric
@attribute DNS_SNOW_MAY numeric
@attribute HYS_SNOW_FEB numeric
@attribute HYS_SNOW_MAR numeric
@attribute HYS_SNOW_APR numeric
@attribute HYS_SNOW_MAY numeric
@attribute ABN_SNOW_JAN numeric
@attribute ABN_SNOW_FEB numeric
@attribute ABN_SNOW_MAR numeric
@attribute ABN_SNOW_APR numeric
@attribute ABN_SNOW_MAY numeric
@attribute LLL_SNOW_MAR numeric
@attribute LLL_SNOW_APR numeric
@attribute SPD_SNOW_JAN numeric
@attribute SPD_SNOW_FEB numeric
@attribute SPD_SNOW_MAR numeric
@attribute SPD_SNOW_APR numeric
@attribute SPD_SNOW_MAY numeric
@attribute LCR_SNOW_FEB numeric
@attribute LCR_SNOW_MAR numeric
@attribute LCR_SNOW_APR numeric
@attribute LCR_SNOW_MAY numeric
@attribute LCP_SNOW_JAN numeric
@attribute LCP_SNOW_FEB numeric
@attribute LCP_SNOW_MAR numeric
@attribute LCP_SNOW_APR numeric
@attribute LCP_SNOW_MAY numeric
@attribute LYN_SNOW_JAN numeric
@attribute LYN_SNOW_FEB numeric
@attribute LYN_SNOW_MAR numeric
@attribute LYN_SNOW_APR numeric
@attribute LYN_SNOW_MAY numeric
@attribute ONN_SNOW_FEB numeric
@attribute ONN_SNOW_MAR numeric
@attribute ONN_SNOW_APR numeric
@attribute ONN_SNOW_MAY numeric
@attribute ONN_SNOW_JUN numeric
@attribute PHL_SNOW_JAN numeric
@attribute PHL_SNOW_FEB numeric
@attribute PHL_SNOW_MAR numeric
@attribute PHL_SNOW_APR numeric
@attribute PHL_SNOW_MAY numeric
@attribute RBV_SNOW_FEB numeric
@attribute RBV_SNOW_MAR numeric
@attribute RBV_SNOW_APR numeric
@attribute RBV_SNOW_MAY numeric
@attribute RP1_SNOW_MAR numeric
@attribute RP1_SNOW_APR numeric
@attribute RP2_SNOW_FEB numeric
@attribute RP2_SNOW_MAR numeric
@attribute RP2_SNOW_APR numeric
@attribute RP2_SNOW_MAY numeric
@attribute SIL_SNOW_FEB numeric
@attribute SIL_SNOW_MAR numeric
@attribute SIL_SNOW_APR numeric
@attribute SIL_SNOW_MAY numeric
@attribute SXV_SNOW_APR numeric
@attribute SQ2_SNOW_FEB numeric
@attribute SQ2_SNOW_MAR numeric
@attribute SQ2_SNOW_APR numeric
@attribute SQ2_SNOW_MAY numeric
@attribute STW_SNOW_JAN numeric
@attribute STW_SNOW_FEB numeric
@attribute STW_SNOW_MAR numeric
@attribute STW_SNOW_APR numeric
@attribute TBC_SNOW_JAN numeric
@attribute TBC_SNOW_FEB numeric
@attribute TBC_SNOW_MAR numeric
@attribute TBC_SNOW_APR numeric
@attribute TBC_SNOW_MAY numeric
@attribute TMF_SNOW_JAN numeric
@attribute TMF_SNOW_FEB numeric
@attribute TMF_SNOW_MAR numeric
@attribute TMF_SNOW_APR numeric
@attribute TMF_SNOW_MAY numeric
@attribute UCP_SNOW_JAN numeric
@attribute UCP_SNOW_FEB numeric
@attribute UCP_SNOW_MAR numeric
@attribute UCP_SNOW_APR numeric
@attribute UCP_SNOW_MAY numeric
@attribute WBM_SNOW_FEB numeric
@attribute WBM_SNOW_MAR numeric
@attribute WBM_SNOW_APR numeric
@attribute WBM_SNOW_MAY numeric
@attribute WR2_SNOW_FEB numeric
@attribute WR2_SNOW_MAR numeric
@attribute WR2_SNOW_APR numeric
@attribute WR2_SNOW_MAY numeric
@attribute WRG_SNOW_FEB numeric
@attribute WRG_SNOW_MAR numeric
@attribute WRG_SNOW_APR numeric
@attribute WRG_SNOW_MAY numeric
@attribute OCT_FNF numeric
@attribute NOV_FNF numeric
@attribute DEC_FNF numeric
@attribute JAN_FNF numeric
@attribute FEB_FNF numeric
@attribute MAR_FNF numeric
@attribute APR_FNF numeric
@attribute MAY_FNF numeric
@attribute JUN_FNF numeric
@attribute APR_JUL_SUM_FNF numeric

@data
6.21,2.41,7.71,9.14,6.75902,6.2128,3.829,2.3008,1.081224,5.23,1.72,7.2,6.31,5.253725,4.263725,2.056863,1.233725,0.746667,4.88,1.01,4.76,7.35,4.846078,4.203333,2.131961,1.253725,0.729804,8.13,4.17,13.39,11.65,12.694,7.468667,5.996,4.656,0.807333,8.64,4.11,13.43,15.92,11.51098,10.327843,5.876078,3.385882,1.093137,8.3,2.69,8.8,10.5,7.352727,5.386364,4.767273,2.813636,0.34,8.25,3.49,9.53,13.98,8.039804,7.391176,4.581176,2.403137,0.699608,8.14,3.42,10.52,10.72,8.556471,7.771961,4.522549,1.967451,0.646078,6.24,3.73,6.78,10.16,5.879608,5.587647,3.327451,1.517647,0.399804,6.9,4.24,7.74,10.43,6.046471,5.549608,3.227647,1.467059,0.389216,?,21.259091,28.906977,33.463043,25.953333,16.7,19.183333,25.491837,29.64902,23,13.458333,?,31.424,42.108,48.46,44.433333,28.643333,?,18.702381,25.781395,27.429412,18.192308,?,19.822857,27.357143,27.87907,18.94,?,24.182353,32.711765,36.629412,27.321277,26.514583,36.473469,41.882,36.194118,?,22.07907,30.109302,33.537843,28.151163,49.623529,58.153061,?,13.434091,19.465909,20.570588,11.46,22.641667,31.17551,35.48,29.143,?,22.725,32.453061,37.278,32.222449,?,20.280392,27.817647,31.59,23.655882,15.464583,20.191837,19.021277,10.622449,6.1625,10.9,18.807843,24.954902,26.070588,15.009804,12.587647,16.938627,15.349608,6.894583,39.046154,46.867568,20.404348,25.311905,30.118367,27.090909,14.415686,19.116,19.543137,10.510811,21.223684,29.104545,39.630612,47.345652,55.9,?,8.936667,10.403333,6.846667,?,14.839024,20.763415,19.486136,9.447368,10,18.5,24.924,27.643137,18.402,?,21.7,30.116939,33.945098,28.241837,24.204762,33.818182,39.738636,33.351282,23.769388,32.228,37.545098,33.06,21,28.427451,32.194118,25.576471,52312,43092,124159,272076,337236.7059,402339.1961,420377.6863,479667.9782,255240.4118,2003878
6.21,2.41,7.71,9.14,4.23,6.2128,3.829,2.3008,1.081224,5.23,1.72,7.2,6.31,2.77,4.263725,2.056863,1.233725,0.746667,4.88,1.01,4.76,7.35,1.67,4.203333,2.131961,1.253725,0.729804,8.13,4.17,13.39,11.65,5.15,7.468667,5.996,4.656,0.807333,8.64,4.11,13.43,15.92,5.33,10.327843,5.876078,3.385882,1.093137,8.3,2.69,8.8,10.5,7.09,5.386364,4.767273,2.813636,0.34,8.25,3.49,9.53,13.98,5.77,7.391176,4.581176,2.403137,0.699608,8.14,3.42,10.52,10.72,6.26,7.771961,4.522549,1.967451,0.646078,6.24,3.73,6.78,10.16,4.46,5.587647,3.327451,1.517647,0.399804,6.9,4.24,7.74,10.43,4.47,5.549608,3.227647,1.467059,0.389216,?,29.9,28.906977,33.463043,25.953333,16.7,33.8,25.491837,29.64902,23,13.458333,?,37.1,42.108,48.46,44.433333,28.643333,?,30.4,25.781395,27.429412,18.192308,?,?,27.357143,27.87907,18.94,?,32,32.711765,36.629412,27.321277,36.1,36.473469,41.882,36.194118,?,32.7,30.109302,33.537843,28.151163,49.623529,58.153061,?,26.4,19.465909,20.570588,11.46,30,31.17551,35.48,29.143,?,31.5,32.453061,37.278,32.222449,?,31.9,27.817647,31.59,23.655882,24.7,20.191837,19.021277,10.622449,6.1625,10.9,29.9,24.954902,26.070588,15.009804,24.4,16.938627,15.349608,6.894583,39.046154,46.867568,27.3,25.311905,30.118367,27.090909,23.8,19.116,19.543137,10.510811,21.223684,34.3,39.630612,47.345652,55.9,?,?,10.403333,6.846667,?,?,20.763415,19.486136,9.447368,10,29.2,24.924,27.643137,18.402,?,32,30.116939,33.945098,28.241837,?,33.818182,39.738636,33.351282,29.5,32.228,37.545098,33.06,29.1,28.427451,32.194118,25.576471,52312,43092,124159,272076,223588,402339.1961,420377.6863,479667.9782,255240.4118,2003878
6.21,2.41,7.71,9.14,4.23,?,3.829,2.3008,1.081224,5.23,1.72,7.2,6.31,2.77,6.75,2.056863,1.233725,0.746667,4.88,1.01,4.76,7.35,1.67,6.41,2.131961,1.253725,0.729804,8.13,4.17,13.39,11.65,5.15,12.67,5.996,4.656,0.807333,8.64,4.11,13.43,15.92,5.33,16.43,5.876078,3.385882,1.093137,8.3,2.69,8.8,10.5,7.09,10.53,4.767273,2.813636,0.34,8.25,3.49,9.53,13.98,5.77,10.79,4.581176,2.403137,0.699608,8.14,3.42,10.52,10.72,6.26,14.04,4.522549,1.967451,0.646078,6.24,3.73,6.78,10.16,4.46,10.01,3.327451,1.517647,0.399804,6.9,4.24,7.74,10.43,4.47,11.29,3.227647,1.467059,0.389216,?,29.9,?,33.463043,25.953333,16.7,33.8,39,29.64902,23,13.458333,?,37.1,42,48.46,44.433333,28.643333,?,30.4,30.4,27.429412,18.192308,?,?,?,27.87907,18.94,?,32,32.5,36.629412,27.321277,36.1,37.2,41.882,36.194118,?,32.7,36.2,33.537843,28.151163,52.8,58.153061,?,26.4,26,20.570588,11.46,30,42,35.48,29.143,?,31.5,53,37.278,32.222449,?,31.9,35.9,31.59,23.655882,24.7,27.4,19.021277,10.622449,6.1625,10.9,29.9,33.1,26.070588,15.009804,24.4,24.1,15.349608,6.894583,44.4,46.867568,27.3,33.7,30.118367,27.090909,23.8,28,19.543137,10.510811,21.223684,34.3,41,47.345652,55.9,?,?,?,6.846667,?,?,23.9,19.486136,9.447368,10,29.2,30.1,27.643137,18.402,?,32,51,33.945098,28.241837,?,33.6,39.738636,33.351282,29.5,34.4,37.545098,33.06,29.1,35,32.194118,25.576471,52312,43092,124159,272076,223588,523671,420377.6863,479667.9782,255240.4118,2003878
6.21,2.41,7.71,9.14,4.23,?,?,2.3008,1.081224,5.23,1.72,7.2,6.31,2.77,6.75,1.37,1.233725,0.746667,4.88,1.01,4.76,7.35,1.67,6.41,2.35,1.253725,0.729804,8.13,4.17,13.39,11.65,5.15,12.67,4.03,4.656,0.807333,8.64,4.11,13.43,15.92,5.33,16.43,4.96,3.385882,1.093137,8.3,2.69,8.8,10.5,7.09,10.53,3.38,2.813636,0.34,8.25,3.49,9.53,13.98,5.77,10.79,3.83,2.403137,0.699608,8.14,3.42,10.52,10.72,6.26,14.04,3.9,1.967451,0.646078,6.24,3.73,6.78,10.16,4.46,10.01,2.23,1.517647,0.399804,6.9,4.24,7.74,10.43,4.47,11.29,2.52,1.467059,0.389216,?,29.9,?,46.8,25.953333,16.7,33.8,39,38.7,23,?,?,37.1,42,49.8,44.433333,28.643333,?,30.4,30.4,37.2,18.192308,?,?,?,?,18.94,?,32,32.5,43.1,27.321277,36.1,37.2,52.1,36.194118,?,32.7,36.2,33.537843,28.151163,52.8,69.2,?,26.4,26,31.6,11.46,30,42,46.8,29.143,?,31.5,53,48.3,32.222449,?,31.9,35.9,?,23.655882,24.7,27.4,29.9,10.622449,6.1625,10.9,29.9,33.1,39.7,15.009804,24.4,24.1,26.6,6.894583,44.4,?,27.3,33.7,41.2,27.090909,23.8,28,28.9,10.510811,?,34.3,41,52.8,55.9,?,?,?,?,?,?,23.9,26.2,9.447368,10,29.2,30.1,43.1,18.402,?,32,51,46,28.241837,?,33.6,42.8,33.351282,29.5,34.4,47.6,33.06,29.1,35,44.8,25.576471,52312,43092,124159,272076,223588,523671,465854,479667.9782,255240.4118,2003878
1.16,3.19,17,8.49,6.75902,6.2128,3.829,2.3008,1.081224,1.54,2.52,18.6,7.33,5.253725,4.263725,2.056863,1.233725,0.746667,1.09,1.98,13.11,7.06,4.846078,4.203333,2.131961,1.253725,0.729804,2.41,7.22,36.54,12.56,12.694,7.468667,5.996,4.656,0.807333,2.51,7.07,34.61,12,11.51098,10.327843,5.876078,3.385882,1.093137,1.18,4.01,21.92,8.24,7.352727,5.386364,4.767273,2.813636,0.34,1.17,4.05,23.74,11.29,8.039804,7.391176,4.581176,2.403137,0.699608,1.29,4.39,23.61,11.2,8.556471,7.771961,4.522549,1.967451,0.646078,0.51,2.13,17.03,6.53,5.879608,5.587647,3.327451,1.517647,0.399804,0.56,2.24,14.02,13.23,6.046471,5.549608,3.227647,1.467059,0.389216,?,21.259091,28.906977,33.463043,25.953333,13.7,19.183333,25.491837,29.64902,23,13.458333,15.6,31.424,42.108,48.46,44.433333,28.643333,?,18.702381,25.781395,27.429412,18.192308,?,19.822857,27.357143,27.87907,18.94,?,24.182353,32.711765,36.629412,27.321277,26.514583,36.473469,41.882,36.194118,19.5,22.07907,30.109302,33.537843,28.151163,49.623529,58.153061,?,13.434091,19.465909,20.570588,11.46,22.641667,31.17551,35.48,29.143,16,22.725,32.453061,37.278,32.222449,?,20.280392,27.817647,31.59,23.655882,15.464583,20.191837,19.021277,10.622449,6.1625,11,18.807843,24.954902,26.070588,15.009804,12.587647,16.938627,15.349608,6.894583,39.046154,46.867568,20.404348,25.311905,30.118367,27.090909,14.415686,19.116,19.543137,10.510811,21.223684,29.104545,39.630612,47.345652,55.9,?,8.936667,10.403333,6.846667,?,14.839024,20.763415,19.486136,9.447368,11,18.5,24.924,27.643137,18.402,17.8,21.7,30.116939,33.945098,28.241837,24.204762,33.818182,39.738636,33.351282,23.769388,32.228,37.545098,33.06,21,28.427451,32.194118,25.576471,14193,33821,878937,620784,337236.7059,402339.1961,420377.6863,479667.9782,255240.4118,2622387
1.16,3.19,17,8.49,9.55,6.2128,3.829,2.3008,1.081224,1.54,2.52,18.6,7.33,5.15,4.263725,2.056863,1.233725,0.746667,1.09,1.98,13.11,7.06,4.85,4.203333,2.131961,1.253725,0.729804,2.41,7.22,36.54,12.56,10.14,7.468667,5.996,4.656,0.807333,2.51,7.07,34.61,12,9.4,10.327843,5.876078,3.385882,1.093137,1.18,4.01,21.92,8.24,6.42,5.386364,4.767273,2.813636,0.34,1.17,4.05,23.74,11.29,6.79,7.391176,4.581176,2.403137,0.699608,1.29,4.39,23.61,11.2,6.36,7.771961,4.522549,1.967451,0.646078,0.51,2.13,17.03,6.53,3.1,5.587647,3.327451,1.517647,0.399804,0.56,2.24,14.02,13.23,4.11,5.549608,3.227647,1.467059,0.389216,?,20.3,28.906977,33.463043,25.953333,13.7,25.8,25.491837,29.64902,23,13.458333,15.6,36.8,42.108,48.46,44.433333,28.643333,?,11.9,25.781395,27.429412,18.192308,?,?,27.357143,27.87907,18.94,?,19.2,32.711765,36.629412,27.321277,16.5,36.473469,41.882,36.194118,19.5,26.3,30.109302,33.537843,28.151163,49.623529,58.153061,?,6.8,19.465909,20.570588,11.46,22.4,31.17551,35.48,29.143,16,32.1,32.453061,37.278,32.222449,?,17.7,27.817647,31.59,23.655882,11,20.191837,19.021277,10.622449,6.1625,11,20.2,24.954902,26.070588,15.009804,8.3,16.938627,15.349608,6.894583,39.046154,46.867568,23.9,25.311905,30.118367,27.090909,11.7,19.116,19.543137,10.510811,21.223684,24,39.630612,47.345652,55.9,?,?,10.403333,6.846667,?,9.8,20.763415,19.486136,9.447368,11,18.6,24.924,27.643137,18.402,17.8,?,30.116939,33.945098,28.241837,16.8,33.818182,39.738636,33.351282,19,32.228,37.545098,33.06,18.5,28.427451,32.194118,25.576471,14193,33821,878937,620784,483933,402339.1961,420377.6863,479667.9782,255240.4118,2622387
1.16,3.19,17,8.49,9.55,12.44,3.829,2.3008,1.081224,1.54,2.52,18.6,7.33,5.15,6.43,2.056863,1.233725,0.746667,1.09,1.98,13.11,7.06,4.85,7.85,2.131961,1.253725,0.729804,2.41,7.22,36.54,12.56,10.14,20.01,5.996,4.656,0.807333,2.51,7.07,34.61,12,9.4,19,5.876078,3.385882,1.093137,1.18,4.01,21.92,8.24,6.42,12.48,4.767273,2.813636,0.34,1.17,4.05,23.74,11.29,6.79,15.87,4.581176,2.403137,0.699608,1.29,4.39,23.61,11.2,6.36,14.63,4.522549,1.967451,0.646078,0.51,2.13,17.03,6.53,3.1,12.52,3.327451,1.517647,0.399804,0.56,2.24,14.02,13.23,4.11,12.07,3.227647,1.467059,0.389216,?,20.3,22.8,33.463043,25.953333,13.7,25.8,16.6,29.64902,23,13.458333,15.6,36.8,40.6,48.46,44.433333,28.643333,?,11.9,11.3,27.429412,18.192308,?,?,?,27.87907,18.94,?,19.2,18.1,36.629412,27.321277,16.5,16.7,41.882,36.194118,19.5,26.3,27,33.537843,28.151163,54,58.153061,?,6.8,6.2,20.570588,11.46,22.4,23.3,35.48,29.143,16,32.1,32.5,37.278,32.222449,?,17.7,19.3,31.59,23.655882,11,9.7,19.021277,10.622449,6.1625,11,20.2,17.2,26.070588,15.009804,8.3,4.7,15.349608,6.894583,41.2,46.867568,23.9,25.9,30.118367,27.090909,11.7,10.2,19.543137,10.510811,21.223684,24,33.6,47.345652,55.9,?,?,?,6.846667,?,9.8,6.6,19.486136,9.447368,11,18.6,18.5,27.643137,18.402,17.8,?,32.13,33.945098,28.241837,16.8,18,39.738636,33.351282,19,22,37.545098,33.06,18.5,19.1,32.194118,25.576471,14193,33821,878937,620784,483933,657286,420377.6863,479667.9782,255240.4118,2622387
1.16,3.19,17,8.49,9.55,12.44,8.44,2.3008,1.081224,1.54,2.52,18.6,7.33,5.15,6.43,6.23,1.233725,0.746667,1.09,1.98,13.11,7.06,4.85,7.85,7.59,1.253725,0.729804,2.41,7.22,36.54,12.56,10.14,20.01,16.4,4.656,0.807333,2.51,7.07,34.61,12,9.4,19,16.4,3.385882,1.093137,1.18,4.01,21.92,8.24,6.42,12.48,11.25,2.813636,0.34,1.17,4.05,23.74,11.29,6.79,15.87,15.89,2.403137,0.699608,1.29,4.39,23.61,11.2,6.36,14.63,13.92,1.967451,0.646078,0.51,2.13,17.03,6.53,3.1,12.52,12.18,1.517647,0.399804,0.56,2.24,14.02,13.23,4.11,12.07,11.78,1.467059,0.389216,?,20.3,22.8,38.6,25.953333,13.7,25.8,16.6,41.5,23,?,15.6,36.8,40.6,58,44.433333,28.643333,?,11.9,11.3,32.5,18.192308,?,?,?,?,18.94,?,19.2,18.1,41.8,27.321277,16.5,16.7,34.5,36.194118,19.5,26.3,27,33.537843,28.151163,54,96.2,?,6.8,6.2,24.3,11.46,22.4,23.3,39,29.143,16,32.1,32.5,43.7,32.222449,?,17.7,19.3,33.7,23.655882,11,9.7,?,10.622449,6.1625,11,20.2,17.2,32.1,15.009804,8.3,4.7,20.4,6.894583,41.2,63.8,23.9,25.9,39.4,27.090909,11.7,10.2,19.5,10.510811,?,24,33.6,62,55.9,?,?,?,?,?,9.8,6.6,24.5,9.447368,11,18.6,18.5,29.2,18.402,17.8,?,32.13,42.5,28.241837,16.8,18,37.7,33.351282,19,22,36.6,33.06,18.5,19.1,34.9,25.576471,14193,33821,878937,620784,483933,657286,1254225,479667.9782,255240.4118,2622387
0,3.87,5.17,1.66,6.75902,6.2128,3.829,2.3008,1.081224,0.16,3.1,2.98,1.46,5.253725,4.263725,2.056863,1.233725,0.746667,0.37,3.33,3.19,1.31,4.846078,4.203333,2.131961,1.253725,0.729804,1,8.42,11.24,2.78,12.694,7.468667,5.996,4.656,0.807333,0.96,8.28,10.12,2.79,11.51098,10.327843,5.876078,3.385882,1.093137,0,5.29,5.77,1.84,7.352727,5.386364,4.767273,2.813636,0.34,0.89,6.92,6.9,2.47,8.039804,7.391176,4.581176,2.403137,0.699608,0.84,5.02,7.42,1.07,8.556471,7.771961,4.522549,1.967451,0.646078,0.76,2.1,5.09,1.86,5.879608,5.587647,3.327451,1.517647,0.399804,0.56,2.99,6.42,1.45,6.046471,5.549608,3.227647,1.467059,0.389216,?,21.259091,28.906977,33.463043,25.953333,5.7,19.183333,25.491837,29.64902,23,13.458333,10.2,31.424,42.108,48.46,44.433333,28.643333,?,18.702381,25.781395,27.429412,18.192308,?,19.822857,27.357143,27.87907,18.94,?,24.182353,32.711765,36.629412,27.321277,26.514583,36.473469,41.882,36.194118,8,22.07907,30.109302,33.537843,28.151163,49.623529,58.153061,?,13.434091,19.465909,20.570588,11.46,22.641667,31.17551,35.48,29.143,7.2,22.725,32.453061,37.278,32.222449,8.7,20.280392,27.817647,31.59,23.655882,15.464583,20.191837,19.021277,10.622449,6.1625,8,18.807843,24.954902,26.070588,15.009804,12.587647,16.938627,15.349608,6.894583,39.046154,46.867568,20.404348,25.311905,30.118367,27.090909,14.415686,19.116,19.543137,10.510811,21.223684,29.104545,39.630612,47.345652,55.9,?,8.936667,10.403333,6.846667,?,14.839024,20.763415,19.486136,9.447368,7.2,18.5,24.924,27.643137,18.402,5.8,21.7,30.116939,33.945098,28.241837,24.204762,33.818182,39.738636,33.351282,23.769388,32.228,37.545098,33.06,21,28.427451,32.194118,25.576471,0,46605,100495,85116,337236.7059,402339.1961,420377.6863,479667.9782,255240.4118,522651
0,3.87,5.17,1.66,8.22,6.2128,3.829,2.3008,1.081224,0.16,3.1,2.98,1.46,7.48,4.263725,2.056863,1.233725,0.746667,0.37,3.33,3.19,1.31,9.06,4.203333,2.131961,1.253725,0.729804,1,8.42,11.24,2.78,19.17,7.468667,5.996,4.656,0.807333,0.96,8.28,10.12,2.79,19.4,10.327843,5.876078,3.385882,1.093137,0,5.29,5.77,1.84,11.95,5.386364,4.767273,2.813636,0.34,0.89,6.92,6.9,2.47,13.23,7.391176,4.581176,2.403137,0.699608,0.84,5.02,7.42,1.07,8.64,7.771961,4.522549,1.967451,0.646078,0.76,2.1,5.09,1.86,9.61,5.587647,3.327451,1.517647,0.399804,0.56,2.99,6.42,1.45,9.99,5.549608,3.227647,1.467059,0.389216,?,8.1,28.906977,33.463043,25.953333,5.7,8.3,25.491837,29.64902,23,13.458333,10.2,12.5,42.108,48.46,44.433333,28.643333,?,6.8,25.781395,27.429412,18.192308,?,?,27.357143,27.87907,18.94,?,10,32.711765,36.629412,27.321277,8.4,36.473469,41.882,36.194118,8,10.2,30.109302,33.537843,28.151163,49.623529,58.153061,?,2.9,19.465909,20.570588,11.46,8.5,31.17551,35.48,29.143,7.2,9.4,32.453061,37.278,32.222449,8.7,9,27.817647,31.59,23.655882,?,20.191837,19.021277,10.622449,6.1625,8,7.3,24.954902,26.070588,15.009804,3.6,16.938627,15.349608,6.894583,39.046154,46.867568,7.1,25.311905,30.118367,27.090909,6,19.116,19.543137,10.510811,21.223684,11.9,39.630612,47.345652,55.9,?,?,10.403333,6.846667,?,4.3,20.763415,19.486136,9.447368,7.2,8.1,24.924,27.643137,18.402,5.8,7.6,30.116939,33.945098,28.241837,9.2,33.818182,39.738636,33.351282,8,32.228,37.545098,33.06,6,28.427451,32.194118,25.576471,0,46605,100495,85116,257014,402339.1961,420377.6863,479667.9782,255240.4118,522651
