@relation AmericanRiv_Forecasts1

@attribute CPT_RAIN_OCT numeric
@attribute CPT_RAIN_NOV numeric
@attribute CPT_RAIN_DEC numeric
@attribute CPT_RAIN_JAN numeric
@attribute CPT_RAIN_FEB numeric
@attribute CPT_RAIN_MAR numeric
@attribute CPT_RAIN_APR numeric
@attribute CPT_RAIN_MAY numeric
@attribute CPT_RAIN_JUN numeric
@attribute TAC_RAIN_OCT numeric
@attribute TAC_RAIN_NOV numeric
@attribute TAC_RAIN_DEC numeric
@attribute TAC_RAIN_JAN numeric
@attribute TAC_RAIN_FEB numeric
@attribute TAC_RAIN_MAR numeric
@attribute TAC_RAIN_APR numeric
@attribute TAC_RAIN_MAY numeric
@attribute TAC_RAIN_JUN numeric
@attribute TKE_RAIN_OCT numeric
@attribute TKE_RAIN_NOV numeric
@attribute TKE_RAIN_DEC numeric
@attribute TKE_RAIN_JAN numeric
@attribute TKE_RAIN_FEB numeric
@attribute TKE_RAIN_MAR numeric
@attribute TKE_RAIN_APR numeric
@attribute TKE_RAIN_MAY numeric
@attribute TKE_RAIN_JUN numeric
@attribute BYM_RAIN_OCT numeric
@attribute BYM_RAIN_NOV numeric
@attribute BYM_RAIN_DEC numeric
@attribute BYM_RAIN_JAN numeric
@attribute BYM_RAIN_FEB numeric
@attribute BYM_RAIN_MAR numeric
@attribute BYM_RAIN_APR numeric
@attribute BYM_RAIN_MAY numeric
@attribute BYM_RAIN_JUN numeric
@attribute LSP_RAIN_OCT numeric
@attribute LSP_RAIN_NOV numeric
@attribute LSP_RAIN_DEC numeric
@attribute LSP_RAIN_JAN numeric
@attribute LSP_RAIN_FEB numeric
@attribute LSP_RAIN_MAR numeric
@attribute LSP_RAIN_APR numeric
@attribute LSP_RAIN_MAY numeric
@attribute LSP_RAIN_JUN numeric
@attribute SSR_RAIN_OCT numeric
@attribute SSR_RAIN_NOV numeric
@attribute SSR_RAIN_DEC numeric
@attribute SSR_RAIN_JAN numeric
@attribute SSR_RAIN_FEB numeric
@attribute SSR_RAIN_MAR numeric
@attribute SSR_RAIN_APR numeric
@attribute SSR_RAIN_MAY numeric
@attribute SSR_RAIN_JUN numeric
@attribute PCF_RAIN_OCT numeric
@attribute PCF_RAIN_NOV numeric
@attribute PCF_RAIN_DEC numeric
@attribute PCF_RAIN_JAN numeric
@attribute PCF_RAIN_FEB numeric
@attribute PCF_RAIN_MAR numeric
@attribute PCF_RAIN_APR numeric
@attribute PCF_RAIN_MAY numeric
@attribute PCF_RAIN_JUN numeric
@attribute GRG_RAIN_OCT numeric
@attribute GRG_RAIN_NOV numeric
@attribute GRG_RAIN_DEC numeric
@attribute GRG_RAIN_JAN numeric
@attribute GRG_RAIN_FEB numeric
@attribute GRG_RAIN_MAR numeric
@attribute GRG_RAIN_APR numeric
@attribute GRG_RAIN_MAY numeric
@attribute GRG_RAIN_JUN numeric
@attribute FDD_RAIN_OCT numeric
@attribute FDD_RAIN_NOV numeric
@attribute FDD_RAIN_DEC numeric
@attribute FDD_RAIN_JAN numeric
@attribute FDD_RAIN_FEB numeric
@attribute FDD_RAIN_MAR numeric
@attribute FDD_RAIN_APR numeric
@attribute FDD_RAIN_MAY numeric
@attribute FDD_RAIN_JUN numeric
@attribute PCV_RAIN_OCT numeric
@attribute PCV_RAIN_NOV numeric
@attribute PCV_RAIN_DEC numeric
@attribute PCV_RAIN_JAN numeric
@attribute PCV_RAIN_FEB numeric
@attribute PCV_RAIN_MAR numeric
@attribute PCV_RAIN_APR numeric
@attribute PCV_RAIN_MAY numeric
@attribute PCV_RAIN_JUN numeric
@attribute APH_SNOW_JAN numeric
@attribute APH_SNOW_FEB numeric
@attribute APH_SNOW_MAR numeric
@attribute APH_SNOW_APR numeric
@attribute APH_SNOW_MAY numeric
@attribute CAP_SNOW_JAN numeric
@attribute CAP_SNOW_FEB numeric
@attribute CAP_SNOW_MAR numeric
@attribute CAP_SNOW_APR numeric
@attribute CAP_SNOW_MAY numeric
@attribute CPF_SNOW_APR numeric
@attribute CC5_SNOW_JAN numeric
@attribute CC5_SNOW_FEB numeric
@attribute CC5_SNOW_MAR numeric
@attribute CC5_SNOW_APR numeric
@attribute CC5_SNOW_MAY numeric
@attribute CC5_SNOW_JUN numeric
@attribute CCO_SNOW_JAN numeric
@attribute CCO_SNOW_FEB numeric
@attribute CCO_SNOW_MAR numeric
@attribute CCO_SNOW_APR numeric
@attribute CCO_SNOW_MAY numeric
@attribute DRR_SNOW_JAN numeric
@attribute DRR_SNOW_FEB numeric
@attribute DRR_SNOW_MAR numeric
@attribute DRR_SNOW_APR numeric
@attribute DRR_SNOW_MAY numeric
@attribute DNS_SNOW_JAN numeric
@attribute DNS_SNOW_FEB numeric
@attribute DNS_SNOW_MAR numeric
@attribute DNS_SNOW_APR numeric
@attribute DNS_SNOW_MAY numeric
@attribute HYS_SNOW_FEB numeric
@attribute HYS_SNOW_MAR numeric
@attribute HYS_SNOW_APR numeric
@attribute HYS_SNOW_MAY numeric
@attribute ABN_SNOW_JAN numeric
@attribute ABN_SNOW_FEB numeric
@attribute ABN_SNOW_MAR numeric
@attribute ABN_SNOW_APR numeric
@attribute ABN_SNOW_MAY numeric
@attribute LLL_SNOW_MAR numeric
@attribute LLL_SNOW_APR numeric
@attribute SPD_SNOW_JAN numeric
@attribute SPD_SNOW_FEB numeric
@attribute SPD_SNOW_MAR numeric
@attribute SPD_SNOW_APR numeric
@attribute SPD_SNOW_MAY numeric
@attribute LCR_SNOW_FEB numeric
@attribute LCR_SNOW_MAR numeric
@attribute LCR_SNOW_APR numeric
@attribute LCR_SNOW_MAY numeric
@attribute LCP_SNOW_JAN numeric
@attribute LCP_SNOW_FEB numeric
@attribute LCP_SNOW_MAR numeric
@attribute LCP_SNOW_APR numeric
@attribute LCP_SNOW_MAY numeric
@attribute LYN_SNOW_JAN numeric
@attribute LYN_SNOW_FEB numeric
@attribute LYN_SNOW_MAR numeric
@attribute LYN_SNOW_APR numeric
@attribute LYN_SNOW_MAY numeric
@attribute ONN_SNOW_FEB numeric
@attribute ONN_SNOW_MAR numeric
@attribute ONN_SNOW_APR numeric
@attribute ONN_SNOW_MAY numeric
@attribute ONN_SNOW_JUN numeric
@attribute PHL_SNOW_JAN numeric
@attribute PHL_SNOW_FEB numeric
@attribute PHL_SNOW_MAR numeric
@attribute PHL_SNOW_APR numeric
@attribute PHL_SNOW_MAY numeric
@attribute RBV_SNOW_FEB numeric
@attribute RBV_SNOW_MAR numeric
@attribute RBV_SNOW_APR numeric
@attribute RBV_SNOW_MAY numeric
@attribute RP1_SNOW_MAR numeric
@attribute RP1_SNOW_APR numeric
@attribute RP2_SNOW_FEB numeric
@attribute RP2_SNOW_MAR numeric
@attribute RP2_SNOW_APR numeric
@attribute RP2_SNOW_MAY numeric
@attribute SIL_SNOW_FEB numeric
@attribute SIL_SNOW_MAR numeric
@attribute SIL_SNOW_APR numeric
@attribute SIL_SNOW_MAY numeric
@attribute SXV_SNOW_APR numeric
@attribute SQ2_SNOW_FEB numeric
@attribute SQ2_SNOW_MAR numeric
@attribute SQ2_SNOW_APR numeric
@attribute SQ2_SNOW_MAY numeric
@attribute STW_SNOW_JAN numeric
@attribute STW_SNOW_FEB numeric
@attribute STW_SNOW_MAR numeric
@attribute STW_SNOW_APR numeric
@attribute TBC_SNOW_JAN numeric
@attribute TBC_SNOW_FEB numeric
@attribute TBC_SNOW_MAR numeric
@attribute TBC_SNOW_APR numeric
@attribute TBC_SNOW_MAY numeric
@attribute TMF_SNOW_JAN numeric
@attribute TMF_SNOW_FEB numeric
@attribute TMF_SNOW_MAR numeric
@attribute TMF_SNOW_APR numeric
@attribute TMF_SNOW_MAY numeric
@attribute UCP_SNOW_JAN numeric
@attribute UCP_SNOW_FEB numeric
@attribute UCP_SNOW_MAR numeric
@attribute UCP_SNOW_APR numeric
@attribute UCP_SNOW_MAY numeric
@attribute WBM_SNOW_FEB numeric
@attribute WBM_SNOW_MAR numeric
@attribute WBM_SNOW_APR numeric
@attribute WBM_SNOW_MAY numeric
@attribute WR2_SNOW_FEB numeric
@attribute WR2_SNOW_MAR numeric
@attribute WR2_SNOW_APR numeric
@attribute WR2_SNOW_MAY numeric
@attribute WRG_SNOW_FEB numeric
@attribute WRG_SNOW_MAR numeric
@attribute WRG_SNOW_APR numeric
@attribute WRG_SNOW_MAY numeric
@attribute OCT_FNF numeric
@attribute NOV_FNF numeric
@attribute DEC_FNF numeric
@attribute JAN_FNF numeric
@attribute FEB_FNF numeric
@attribute MAR_FNF numeric
@attribute APR_FNF numeric
@attribute MAY_FNF numeric
@attribute JUN_FNF numeric
@attribute APR_JUL_SUM_FNF numeric

@data
1.6,7.47,11.15,3.15,2.72,5.8,3.829,2.3008,1.081224,0.85,6.46,8.01,3.18,1.93,4.49,2.056863,1.233725,0.746667,0.58,4.41,6.45,2.18,1.62,3.84,2.131961,1.253725,0.729804,1.62,12.38,18.12,6.6,5.61,10.28,5.996,4.656,0.807333,1.77,12.8,20.87,6.5,5.75,11.97,5.876078,3.385882,1.093137,1.51,8.32,11.27,3.53,3.67,6.11,4.767273,2.813636,0.34,1.03,9.21,12.39,4.72,4.62,8.16,4.581176,2.403137,0.699608,1,7.86,15.45,5.24,4.85,9.56,4.522549,1.967451,0.646078,0.85,5.34,8.28,3.42,3.86,5.46,3.327451,1.517647,0.399804,0.78,5.67,10.62,4.51,4.25,6.47,3.227647,1.467059,0.389216,21.6,24.7,29,33.463043,25.953333,18.9,20.9,23.4,29.64902,23,13.458333,26,38.4,41,48.46,44.433333,28.643333,26.8,24.5,25.4,27.429412,18.192308,22.7,26.8,30,27.87907,18.94,?,26.8,29.2,36.629412,27.321277,33.2,34.2,41.882,36.194118,?,25.2,27.8,33.537843,28.151163,48.1,58.153061,15.6,19.2,19.4,20.570588,11.46,28.2,30.3,35.48,29.143,23.2,25.2,28.5,37.278,32.222449,?,24.1,28.1,31.59,23.655882,?,22.3,19.021277,10.622449,6.1625,20.7,24.1,25.4,26.070588,15.009804,14,19.5,15.349608,6.894583,36.5,46.867568,20.6,23.6,30.118367,27.090909,18.9,19.2,19.543137,10.510811,21.223684,30,35.6,47.345652,55.9,?,?,?,6.846667,?,20.4,20.3,19.486136,9.447368,20.8,32,23.7,27.643137,18.402,22,23.5,26.8,33.945098,28.241837,28.4,30.3,39.738636,33.351282,24.5,26.8,37.545098,33.06,23.8,26.3,32.194118,25.576471,2034,54406,180732,226425,217978,356017,420377.6863,479667.9782,255240.4118,973817
1.6,7.47,11.15,3.15,2.72,5.8,2.14,2.3008,1.081224,0.85,6.46,8.01,3.18,1.93,4.49,1.96,1.233725,0.746667,0.58,4.41,6.45,2.18,1.62,3.84,1.51,1.253725,0.729804,1.62,12.38,18.12,6.6,5.61,10.28,2.85,4.656,0.807333,1.77,12.8,20.87,6.5,5.75,11.97,2.5,3.385882,1.093137,1.51,8.32,11.27,3.53,3.67,6.11,2.69,2.813636,0.34,1.03,9.21,12.39,4.72,4.62,8.16,2.18,2.403137,0.699608,1,7.86,15.45,5.24,4.85,9.56,2.15,1.967451,0.646078,0.85,5.34,8.28,3.42,3.86,5.46,1.41,1.517647,0.399804,0.78,5.67,10.62,4.51,4.25,6.47,0.8,1.467059,0.389216,21.6,24.7,29,34.5,25.953333,18.9,20.9,23.4,33.3,23,?,26,38.4,41,44.2,44.433333,28.643333,26.8,24.5,25.4,29.2,18.192308,22.7,26.8,30,33.6,18.94,?,26.8,29.2,38,27.321277,33.2,34.2,31.8,36.194118,?,25.2,27.8,33.537843,28.151163,48.1,64.2,15.6,19.2,19.4,28.7,11.46,28.2,30.3,34.4,29.143,23.2,25.2,28.5,33.5,32.222449,?,24.1,28.1,29.4,23.655882,?,22.3,41.5,10.622449,6.1625,20.7,24.1,25.4,29.4,15.009804,14,19.5,23.4,6.894583,36.5,?,20.6,23.6,28.5,27.090909,18.9,19.2,20,10.510811,?,30,35.6,45.4,55.9,?,?,?,?,?,20.4,20.3,23.4,9.447368,20.8,32,23.7,45.4,18.402,22,23.5,26.8,30.8,28.241837,28.4,30.3,41.1,33.351282,24.5,26.8,35.9,33.06,23.8,26.3,20,25.576471,2034,54406,180732,226425,217978,356017,424886,479667.9782,255240.4118,973817
0.07,4.06,11.66,1.48,6.75902,6.2128,3.829,2.3008,1.081224,0,5.98,7.44,1.78,5.253725,4.263725,2.056863,1.233725,0.746667,0.06,5.71,10.9,2.67,4.846078,4.203333,2.131961,1.253725,0.729804,0,9.11,16.01,4.95,12.694,7.468667,5.996,4.656,0.807333,0,11.21,25.12,5.56,11.51098,10.327843,5.876078,3.385882,1.093137,0.09,7.43,13.37,1.35,7.352727,5.386364,4.767273,2.813636,0.34,0,7.09,15.45,1.74,8.039804,7.391176,4.581176,2.403137,0.699608,0,5.81,19.45,3.04,8.556471,7.771961,4.522549,1.967451,0.646078,0,4.03,10.76,1.07,5.879608,5.587647,3.327451,1.517647,0.399804,0,3.79,10.98,2.02,6.046471,5.549608,3.227647,1.467059,0.389216,?,21.259091,28.906977,33.463043,25.953333,14.7,19.183333,25.491837,29.64902,23,13.458333,26.6,31.424,42.108,48.46,44.433333,28.643333,17.6,18.702381,25.781395,27.429412,18.192308,?,19.822857,27.357143,27.87907,18.94,?,24.182353,32.711765,36.629412,27.321277,26.514583,36.473469,41.882,36.194118,?,22.07907,30.109302,33.537843,28.151163,49.623529,58.153061,?,13.434091,19.465909,20.570588,11.46,22.641667,31.17551,35.48,29.143,22.1,22.725,32.453061,37.278,32.222449,?,20.280392,27.817647,31.59,23.655882,15.464583,20.191837,19.021277,10.622449,6.1625,15.7,18.807843,24.954902,26.070588,15.009804,12.587647,16.938627,15.349608,6.894583,39.046154,46.867568,20.404348,25.311905,30.118367,27.090909,14.415686,19.116,19.543137,10.510811,21.223684,29.104545,39.630612,47.345652,55.9,?,8.936667,10.403333,6.846667,?,14.839024,20.763415,19.486136,9.447368,16.1,18.5,24.924,27.643137,18.402,19.1,21.7,30.116939,33.945098,28.241837,24.204762,33.818182,39.738636,33.351282,23.769388,32.228,37.545098,33.06,21,28.427451,32.194118,25.576471,0,64565,194370,240893,337236.7059,402339.1961,420377.6863,479667.9782,255240.4118,1354434
0.07,4.06,11.66,1.48,2.78,6.2128,3.829,2.3008,1.081224,0,5.98,7.44,1.78,1.43,4.263725,2.056863,1.233725,0.746667,0.06,5.71,10.9,2.67,0.98,4.203333,2.131961,1.253725,0.729804,0,9.11,16.01,4.95,3.38,7.468667,5.996,4.656,0.807333,0,11.21,25.12,5.56,4.66,10.327843,5.876078,3.385882,1.093137,0.09,7.43,13.37,1.35,3.43,5.386364,4.767273,2.813636,0.34,0,7.09,15.45,1.74,3.92,7.391176,4.581176,2.403137,0.699608,0,5.81,19.45,3.04,3.56,7.771961,4.522549,1.967451,0.646078,0,4.03,10.76,1.07,2.67,5.587647,3.327451,1.517647,0.399804,0,3.79,10.98,2.02,2.67,5.549608,3.227647,1.467059,0.389216,?,18.5,28.906977,33.463043,25.953333,14.7,15.8,25.491837,29.64902,23,13.458333,26.6,32,42.108,48.46,44.433333,28.643333,17.6,16.4,25.781395,27.429412,18.192308,?,?,27.357143,27.87907,18.94,?,19.9,32.711765,36.629412,27.321277,24.3,36.473469,41.882,36.194118,?,20.2,30.109302,33.537843,28.151163,49.623529,58.153061,?,12.4,19.465909,20.570588,11.46,20,31.17551,35.48,29.143,22.1,24.6,32.453061,37.278,32.222449,?,21.4,27.817647,31.59,23.655882,14.2,20.191837,19.021277,10.622449,6.1625,15.7,15,24.954902,26.070588,15.009804,12.4,16.938627,15.349608,6.894583,39.046154,46.867568,19.3,25.311905,30.118367,27.090909,13.3,19.116,19.543137,10.510811,21.223684,28,39.630612,47.345652,55.9,?,?,10.403333,6.846667,?,13.9,20.763415,19.486136,9.447368,16.1,16.7,24.924,27.643137,18.402,19.1,23,30.116939,33.945098,28.241837,24.6,33.818182,39.738636,33.351282,20.2,32.228,37.545098,33.06,19,28.427451,32.194118,25.576471,0,64565,194370,240893,160403,402339.1961,420377.6863,479667.9782,255240.4118,1354434
0.07,4.06,11.66,1.48,2.78,1.66,3.829,2.3008,1.081224,0,5.98,7.44,1.78,1.43,2.22,2.056863,1.233725,0.746667,0.06,5.71,10.9,2.67,0.98,1.98,2.131961,1.253725,0.729804,0,9.11,16.01,4.95,3.38,6.74,5.996,4.656,0.807333,0,11.21,25.12,5.56,4.66,7.58,5.876078,3.385882,1.093137,0.09,7.43,13.37,1.35,3.43,3.56,4.767273,2.813636,0.34,0,7.09,15.45,1.74,3.92,4.41,4.581176,2.403137,0.699608,0,5.81,19.45,3.04,3.56,5.6,4.522549,1.967451,0.646078,0,4.03,10.76,1.07,2.67,3.78,3.327451,1.517647,0.399804,0,3.79,10.98,2.02,2.67,3.68,3.227647,1.467059,0.389216,?,18.5,20.6,33.463043,25.953333,14.7,15.8,17.4,29.64902,23,13.458333,26.6,32,33.5,48.46,44.433333,28.643333,17.6,16.4,17,27.429412,18.192308,?,?,?,27.87907,18.94,?,19.9,23.4,36.629412,27.321277,24.3,27.5,41.882,36.194118,?,20.2,22.3,33.537843,28.151163,42.6,58.153061,?,12.4,11.7,20.570588,11.46,20,22.6,35.48,29.143,22.1,24.6,26.9,37.278,32.222449,?,21.4,23.1,31.59,23.655882,14.2,15.4,19.021277,10.622449,6.1625,15.7,15,16.6,26.070588,15.009804,12.4,10.2,15.349608,6.894583,34.7,46.867568,19.3,21,30.118367,27.090909,13.3,13.5,19.543137,10.510811,21.223684,28,28.7,47.345652,55.9,?,?,?,6.846667,?,13.9,12.9,19.486136,9.447368,16.1,16.7,17.7,27.643137,18.402,19.1,23,22.4,33.945098,28.241837,24.6,28.6,39.738636,33.351282,20.2,21.8,37.545098,33.06,19,20.9,32.194118,25.576471,0,64565,194370,240893,160403,269248,420377.6863,479667.9782,255240.4118,1354434
0.07,4.06,11.66,1.48,2.78,1.66,9.45,2.3008,1.081224,0,5.98,7.44,1.78,1.43,2.22,6.27,1.233725,0.746667,0.06,5.71,10.9,2.67,0.98,1.98,3.8,1.253725,0.729804,0,9.11,16.01,4.95,3.38,6.74,10,4.656,0.807333,0,11.21,25.12,5.56,4.66,7.58,16.34,3.385882,1.093137,0.09,7.43,13.37,1.35,3.43,3.56,12.34,2.813636,0.34,0,7.09,15.45,1.74,3.92,4.41,14.64,2.403137,0.699608,0,5.81,19.45,3.04,3.56,5.6,11.67,1.967451,0.646078,0,4.03,10.76,1.07,2.67,3.78,9.47,1.517647,0.399804,0,3.79,10.98,2.02,2.67,3.68,8.78,1.467059,0.389216,?,18.5,20.6,21.8,25.953333,14.7,15.8,17.4,17.9,23,?,26.6,32,33.5,38.6,44.433333,28.643333,17.6,16.4,17,13.8,18.192308,?,?,?,?,18.94,?,19.9,23.4,22,27.321277,24.3,27.5,26,36.194118,?,20.2,22.3,33.537843,28.151163,42.6,48,?,12.4,11.7,7.6,11.46,20,22.6,22.2,29.143,22.1,24.6,26.9,29,32.222449,?,21.4,23.1,27.3,23.655882,14.2,15.4,10.3,10.622449,6.1625,15.7,15,16.6,12.9,15.009804,12.4,10.2,0.1,6.894583,34.7,39.6,19.3,21,21,27.090909,13.3,13.5,7.4,10.510811,?,28,28.7,34.6,55.9,?,?,?,?,?,13.9,12.9,8.6,9.447368,16.1,16.7,17.7,17.2,18.402,19.1,23,22.4,25.3,28.241837,24.6,28.6,28.6,33.351282,20.2,21.8,21.6,33.06,19,20.9,22.7,25.576471,0,64565,194370,240893,160403,269248,415139,479667.9782,255240.4118,1354434
0,3.11,12.29,5,6.75902,6.2128,3.829,2.3008,1.081224,1.26,0.99,9.77,2.06,5.253725,4.263725,2.056863,1.233725,0.746667,0.2,1.27,7.2,2.91,4.846078,4.203333,2.131961,1.253725,0.729804,0.39,4.43,18.11,6.81,12.694,7.468667,5.996,4.656,0.807333,0.69,5.14,25.02,7.76,11.51098,10.327843,5.876078,3.385882,1.093137,0.47,3.36,14.63,4.01,7.352727,5.386364,4.767273,2.813636,0.34,0.07,3.63,14.46,4.78,8.039804,7.391176,4.581176,2.403137,0.699608,0.04,4.61,21.09,5.35,8.556471,7.771961,4.522549,1.967451,0.646078,0,2.94,10.24,3.7,5.879608,5.587647,3.327451,1.517647,0.399804,0.02,3.38,8.74,3.37,6.046471,5.549608,3.227647,1.467059,0.389216,?,21.259091,28.906977,33.463043,25.953333,20.6,19.183333,25.491837,29.64902,23,13.458333,24,31.424,42.108,48.46,44.433333,28.643333,?,18.702381,25.781395,27.429412,18.192308,?,19.822857,27.357143,27.87907,18.94,?,24.182353,32.711765,36.629412,27.321277,26.514583,36.473469,41.882,36.194118,?,22.07907,30.109302,33.537843,28.151163,49.623529,58.153061,?,13.434091,19.465909,20.570588,11.46,22.641667,31.17551,35.48,29.143,23.4,22.725,32.453061,37.278,32.222449,?,20.280392,27.817647,31.59,23.655882,15.464583,20.191837,19.021277,10.622449,6.1625,16,18.807843,24.954902,26.070588,15.009804,12.587647,16.938627,15.349608,6.894583,39.046154,46.867568,20.404348,25.311905,30.118367,27.090909,14.415686,19.116,19.543137,10.510811,21.223684,29.104545,39.630612,47.345652,55.9,?,8.936667,10.403333,6.846667,?,14.839024,20.763415,19.486136,9.447368,15.3,18.5,24.924,27.643137,18.402,21.8,21.7,30.116939,33.945098,28.241837,24.204762,33.818182,39.738636,33.351282,23.769388,32.228,37.545098,33.06,21,28.427451,32.194118,25.576471,19900,16284,146695,132991,337236.7059,402339.1961,420377.6863,479667.9782,255240.4118,632159
0,3.11,12.29,5,0.03,6.2128,3.829,2.3008,1.081224,1.26,0.99,9.77,2.06,7.25,4.263725,2.056863,1.233725,0.746667,0.2,1.27,7.2,2.91,5.47,4.203333,2.131961,1.253725,0.729804,0.39,4.43,18.11,6.81,13.26,7.468667,5.996,4.656,0.807333,0.69,5.14,25.02,7.76,18.29,10.327843,5.876078,3.385882,1.093137,0.47,3.36,14.63,4.01,9.78,5.386364,4.767273,2.813636,0.34,0.07,3.63,14.46,4.78,11.33,7.391176,4.581176,2.403137,0.699608,0.04,4.61,21.09,5.35,10.85,7.771961,4.522549,1.967451,0.646078,0,2.94,10.24,3.7,7.45,5.587647,3.327451,1.517647,0.399804,0.02,3.38,8.74,3.37,8.4,5.549608,3.227647,1.467059,0.389216,?,23,28.906977,33.463043,25.953333,20.6,24.6,25.491837,29.64902,23,13.458333,24,37.2,42.108,48.46,44.433333,28.643333,?,20.4,25.781395,27.429412,18.192308,?,?,27.357143,27.87907,18.94,?,29,32.711765,36.629412,27.321277,28.9,36.473469,41.882,36.194118,?,25,30.109302,33.537843,28.151163,49.623529,58.153061,?,18.3,19.465909,20.570588,11.46,28.2,31.17551,35.48,29.143,23.4,28.3,32.453061,37.278,32.222449,?,23.8,27.817647,31.59,23.655882,14.2,20.191837,19.021277,10.622449,6.1625,16,23,24.954902,26.070588,15.009804,13.8,16.938627,15.349608,6.894583,39.046154,46.867568,?,25.311905,30.118367,27.090909,19.3,19.116,19.543137,10.510811,21.223684,31,39.630612,47.345652,55.9,?,?,10.403333,6.846667,?,20.6,20.763415,19.486136,9.447368,15.3,21.5,24.924,27.643137,18.402,21.8,27.1,30.116939,33.945098,28.241837,31.3,33.818182,39.738636,33.351282,?,32.228,37.545098,33.06,23.9,28.427451,32.194118,25.576471,19900,16284,146695,132991,268085,402339.1961,420377.6863,479667.9782,255240.4118,632159
0,3.11,12.29,5,0.03,1.58,3.829,2.3008,1.081224,1.26,0.99,9.77,2.06,7.25,0.94,2.056863,1.233725,0.746667,0.2,1.27,7.2,2.91,5.47,0.63,2.131961,1.253725,0.729804,0.39,4.43,18.11,6.81,13.26,1.57,5.996,4.656,0.807333,0.69,5.14,25.02,7.76,18.29,2,5.876078,3.385882,1.093137,0.47,3.36,14.63,4.01,9.78,1.68,4.767273,2.813636,0.34,0.07,3.63,14.46,4.78,11.33,1.97,4.581176,2.403137,0.699608,0.04,4.61,21.09,5.35,10.85,2.05,4.522549,1.967451,0.646078,0,2.94,10.24,3.7,7.45,1.53,3.327451,1.517647,0.399804,0.02,3.38,8.74,3.37,8.4,1.53,3.227647,1.467059,0.389216,?,23,36.6,33.463043,25.953333,20.6,24.6,27.2,29.64902,23,13.458333,24,37.2,46.5,48.46,44.433333,28.643333,?,20.4,34.7,27.429412,18.192308,?,?,?,27.87907,18.94,?,29,38.5,36.629412,27.321277,28.9,40.6,41.882,36.194118,?,25,37.3,33.537843,28.151163,46.7,58.153061,?,18.3,27.2,20.570588,11.46,28.2,40,35.48,29.143,23.4,28.3,36.3,37.278,32.222449,?,23.8,37.3,31.59,23.655882,14.2,27.4,19.021277,10.622449,6.1625,16,23,33.1,26.070588,15.009804,13.8,24.6,15.349608,6.894583,42.8,46.867568,?,30.4,30.118367,27.090909,19.3,27.2,19.543137,10.510811,21.223684,31,42.9,47.345652,55.9,?,?,?,6.846667,?,20.6,27,19.486136,9.447368,15.3,21.5,32.8,27.643137,18.402,21.8,27.1,34.9,33.945098,28.241837,31.3,43.8,39.738636,33.351282,?,38.1,37.545098,33.06,23.9,33,32.194118,25.576471,19900,16284,146695,132991,268085,382867,420377.6863,479667.9782,255240.4118,632159
0,3.11,12.29,5,0.03,1.58,0.03,2.3008,1.081224,1.26,0.99,9.77,2.06,7.25,0.94,0.62,1.233725,0.746667,0.2,1.27,7.2,2.91,5.47,0.63,0.29,1.253725,0.729804,0.39,4.43,18.11,6.81,13.26,1.57,2.15,4.656,0.807333,0.69,5.14,25.02,7.76,18.29,2,2.96,3.385882,1.093137,0.47,3.36,14.63,4.01,9.78,1.68,0.76,2.813636,0.34,0.07,3.63,14.46,4.78,11.33,1.97,0.75,2.403137,0.699608,0.04,4.61,21.09,5.35,10.85,2.05,1.06,1.967451,0.646078,0,2.94,10.24,3.7,7.45,1.53,0.41,1.517647,0.399804,0.02,3.38,8.74,3.37,8.4,1.53,0.5,1.467059,0.389216,?,23,36.6,26.6,25.953333,20.6,24.6,27.2,23.9,23,?,24,37.2,46.5,42.2,44.433333,28.643333,?,20.4,34.7,21.7,18.192308,?,?,?,?,18.94,?,29,38.5,29.3,27.321277,28.9,40.6,33,36.194118,?,25,37.3,33.537843,28.151163,46.7,47.1,?,18.3,27.2,28,11.46,28.2,40,34.5,29.143,23.4,28.3,36.3,29.1,32.222449,?,23.8,37.3,27.9,23.655882,14.2,27.4,13.7,10.622449,6.1625,16,23,33.1,20.3,15.009804,13.8,24.6,8.1,6.894583,42.8,41.9,?,30.4,28,27.090909,19.3,27.2,14.8,10.510811,?,31,42.9,39.1,55.9,?,?,?,?,?,20.6,27,14.8,9.447368,15.3,21.5,32.8,25.6,18.402,21.8,27.1,34.9,26.5,28.241837,31.3,43.8,25.6,33.351282,?,38.1,31.7,33.06,23.9,33,27,25.576471,19900,16284,146695,132991,268085,382867,315159,479667.9782,255240.4118,632159
