@relation AmericanRiv_Train__21_to_40

@attribute 'Water Year' string
@attribute CPT_RAIN_OCT numeric
@attribute CPT_RAIN_NOV numeric
@attribute CPT_RAIN_DEC numeric
@attribute CPT_RAIN_JAN numeric
@attribute CPT_RAIN_FEB numeric
@attribute CPT_RAIN_MAR numeric
@attribute CPT_RAIN_APR numeric
@attribute CPT_RAIN_MAY numeric
@attribute CPT_RAIN_JUN numeric
@attribute TAC_RAIN_OCT numeric
@attribute TAC_RAIN_NOV numeric
@attribute TAC_RAIN_DEC numeric
@attribute TAC_RAIN_JAN numeric
@attribute TAC_RAIN_FEB numeric
@attribute TAC_RAIN_MAR numeric
@attribute TAC_RAIN_APR numeric
@attribute TAC_RAIN_MAY numeric
@attribute TAC_RAIN_JUN numeric
@attribute TKE_RAIN_OCT numeric
@attribute TKE_RAIN_NOV numeric
@attribute TKE_RAIN_DEC numeric
@attribute TKE_RAIN_JAN numeric
@attribute TKE_RAIN_FEB numeric
@attribute TKE_RAIN_MAR numeric
@attribute TKE_RAIN_APR numeric
@attribute TKE_RAIN_MAY numeric
@attribute TKE_RAIN_JUN numeric
@attribute BYM_RAIN_OCT numeric
@attribute BYM_RAIN_NOV numeric
@attribute BYM_RAIN_DEC numeric
@attribute BYM_RAIN_JAN numeric
@attribute BYM_RAIN_FEB numeric
@attribute BYM_RAIN_MAR numeric
@attribute BYM_RAIN_APR numeric
@attribute BYM_RAIN_MAY numeric
@attribute BYM_RAIN_JUN numeric
@attribute LSP_RAIN_OCT numeric
@attribute LSP_RAIN_NOV numeric
@attribute LSP_RAIN_DEC numeric
@attribute LSP_RAIN_JAN numeric
@attribute LSP_RAIN_FEB numeric
@attribute LSP_RAIN_MAR numeric
@attribute LSP_RAIN_APR numeric
@attribute LSP_RAIN_MAY numeric
@attribute LSP_RAIN_JUN numeric
@attribute SSR_RAIN_OCT numeric
@attribute SSR_RAIN_NOV numeric
@attribute SSR_RAIN_DEC numeric
@attribute SSR_RAIN_JAN numeric
@attribute SSR_RAIN_FEB numeric
@attribute SSR_RAIN_MAR numeric
@attribute SSR_RAIN_APR numeric
@attribute SSR_RAIN_MAY numeric
@attribute SSR_RAIN_JUN numeric
@attribute PCF_RAIN_OCT numeric
@attribute PCF_RAIN_NOV numeric
@attribute PCF_RAIN_DEC numeric
@attribute PCF_RAIN_JAN numeric
@attribute PCF_RAIN_FEB numeric
@attribute PCF_RAIN_MAR numeric
@attribute PCF_RAIN_APR numeric
@attribute PCF_RAIN_MAY numeric
@attribute PCF_RAIN_JUN numeric
@attribute GRG_RAIN_OCT numeric
@attribute GRG_RAIN_NOV numeric
@attribute GRG_RAIN_DEC numeric
@attribute GRG_RAIN_JAN numeric
@attribute GRG_RAIN_FEB numeric
@attribute GRG_RAIN_MAR numeric
@attribute GRG_RAIN_APR numeric
@attribute GRG_RAIN_MAY numeric
@attribute GRG_RAIN_JUN numeric
@attribute FDD_RAIN_OCT numeric
@attribute FDD_RAIN_NOV numeric
@attribute FDD_RAIN_DEC numeric
@attribute FDD_RAIN_JAN numeric
@attribute FDD_RAIN_FEB numeric
@attribute FDD_RAIN_MAR numeric
@attribute FDD_RAIN_APR numeric
@attribute FDD_RAIN_MAY numeric
@attribute FDD_RAIN_JUN numeric
@attribute PCV_RAIN_OCT numeric
@attribute PCV_RAIN_NOV numeric
@attribute PCV_RAIN_DEC numeric
@attribute PCV_RAIN_JAN numeric
@attribute PCV_RAIN_FEB numeric
@attribute PCV_RAIN_MAR numeric
@attribute PCV_RAIN_APR numeric
@attribute PCV_RAIN_MAY numeric
@attribute PCV_RAIN_JUN numeric
@attribute APH_SNOW_JAN numeric
@attribute APH_SNOW_FEB numeric
@attribute APH_SNOW_MAR numeric
@attribute APH_SNOW_APR numeric
@attribute APH_SNOW_MAY numeric
@attribute CAP_SNOW_JAN numeric
@attribute CAP_SNOW_FEB numeric
@attribute CAP_SNOW_MAR numeric
@attribute CAP_SNOW_APR numeric
@attribute CAP_SNOW_MAY numeric
@attribute CPF_SNOW_APR numeric
@attribute CC5_SNOW_JAN numeric
@attribute CC5_SNOW_FEB numeric
@attribute CC5_SNOW_MAR numeric
@attribute CC5_SNOW_APR numeric
@attribute CC5_SNOW_MAY numeric
@attribute CC5_SNOW_JUN numeric
@attribute CCO_SNOW_JAN numeric
@attribute CCO_SNOW_FEB numeric
@attribute CCO_SNOW_MAR numeric
@attribute CCO_SNOW_APR numeric
@attribute CCO_SNOW_MAY numeric
@attribute DRR_SNOW_JAN numeric
@attribute DRR_SNOW_FEB numeric
@attribute DRR_SNOW_MAR numeric
@attribute DRR_SNOW_APR numeric
@attribute DRR_SNOW_MAY numeric
@attribute DNS_SNOW_JAN numeric
@attribute DNS_SNOW_FEB numeric
@attribute DNS_SNOW_MAR numeric
@attribute DNS_SNOW_APR numeric
@attribute DNS_SNOW_MAY numeric
@attribute HYS_SNOW_FEB numeric
@attribute HYS_SNOW_MAR numeric
@attribute HYS_SNOW_APR numeric
@attribute HYS_SNOW_MAY numeric
@attribute ABN_SNOW_JAN numeric
@attribute ABN_SNOW_FEB numeric
@attribute ABN_SNOW_MAR numeric
@attribute ABN_SNOW_APR numeric
@attribute ABN_SNOW_MAY numeric
@attribute LLL_SNOW_MAR numeric
@attribute LLL_SNOW_APR numeric
@attribute SPD_SNOW_JAN numeric
@attribute SPD_SNOW_FEB numeric
@attribute SPD_SNOW_MAR numeric
@attribute SPD_SNOW_APR numeric
@attribute SPD_SNOW_MAY numeric
@attribute LCR_SNOW_FEB numeric
@attribute LCR_SNOW_MAR numeric
@attribute LCR_SNOW_APR numeric
@attribute LCR_SNOW_MAY numeric
@attribute LCP_SNOW_JAN numeric
@attribute LCP_SNOW_FEB numeric
@attribute LCP_SNOW_MAR numeric
@attribute LCP_SNOW_APR numeric
@attribute LCP_SNOW_MAY numeric
@attribute LYN_SNOW_JAN numeric
@attribute LYN_SNOW_FEB numeric
@attribute LYN_SNOW_MAR numeric
@attribute LYN_SNOW_APR numeric
@attribute LYN_SNOW_MAY numeric
@attribute ONN_SNOW_FEB numeric
@attribute ONN_SNOW_MAR numeric
@attribute ONN_SNOW_APR numeric
@attribute ONN_SNOW_MAY numeric
@attribute ONN_SNOW_JUN numeric
@attribute PHL_SNOW_JAN numeric
@attribute PHL_SNOW_FEB numeric
@attribute PHL_SNOW_MAR numeric
@attribute PHL_SNOW_APR numeric
@attribute PHL_SNOW_MAY numeric
@attribute RBV_SNOW_FEB numeric
@attribute RBV_SNOW_MAR numeric
@attribute RBV_SNOW_APR numeric
@attribute RBV_SNOW_MAY numeric
@attribute RP1_SNOW_MAR numeric
@attribute RP1_SNOW_APR numeric
@attribute RP2_SNOW_FEB numeric
@attribute RP2_SNOW_MAR numeric
@attribute RP2_SNOW_APR numeric
@attribute RP2_SNOW_MAY numeric
@attribute SIL_SNOW_FEB numeric
@attribute SIL_SNOW_MAR numeric
@attribute SIL_SNOW_APR numeric
@attribute SIL_SNOW_MAY numeric
@attribute SXV_SNOW_APR numeric
@attribute SQ2_SNOW_FEB numeric
@attribute SQ2_SNOW_MAR numeric
@attribute SQ2_SNOW_APR numeric
@attribute SQ2_SNOW_MAY numeric
@attribute STW_SNOW_JAN numeric
@attribute STW_SNOW_FEB numeric
@attribute STW_SNOW_MAR numeric
@attribute STW_SNOW_APR numeric
@attribute TBC_SNOW_JAN numeric
@attribute TBC_SNOW_FEB numeric
@attribute TBC_SNOW_MAR numeric
@attribute TBC_SNOW_APR numeric
@attribute TBC_SNOW_MAY numeric
@attribute TMF_SNOW_JAN numeric
@attribute TMF_SNOW_FEB numeric
@attribute TMF_SNOW_MAR numeric
@attribute TMF_SNOW_APR numeric
@attribute TMF_SNOW_MAY numeric
@attribute UCP_SNOW_JAN numeric
@attribute UCP_SNOW_FEB numeric
@attribute UCP_SNOW_MAR numeric
@attribute UCP_SNOW_APR numeric
@attribute UCP_SNOW_MAY numeric
@attribute WBM_SNOW_FEB numeric
@attribute WBM_SNOW_MAR numeric
@attribute WBM_SNOW_APR numeric
@attribute WBM_SNOW_MAY numeric
@attribute WR2_SNOW_FEB numeric
@attribute WR2_SNOW_MAR numeric
@attribute WR2_SNOW_APR numeric
@attribute WR2_SNOW_MAY numeric
@attribute WRG_SNOW_FEB numeric
@attribute WRG_SNOW_MAR numeric
@attribute WRG_SNOW_APR numeric
@attribute WRG_SNOW_MAY numeric
@attribute OCT_FNF numeric
@attribute NOV_FNF numeric
@attribute DEC_FNF numeric
@attribute JAN_FNF numeric
@attribute FEB_FNF numeric
@attribute MAR_FNF numeric
@attribute APR_FNF numeric
@attribute MAY_FNF numeric
@attribute JUN_FNF numeric
@attribute APR_JUL_SUM_FNF numeric

@data
1912,?,?,?,?,?,?,?,?,?,0.01,1.79,1.9,2.49,0,3.35,2.28,3.38,0.88,0,0.6,4.2,1.8,0,5.9,1.8,0,0,?,?,?,?,?,?,?,?,?,1.56,3.35,4.37,8.14,1.83,7.56,7.54,5.83,1.21,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.98,1.79,2.1,5,0.11,3.68,4.15,2.8,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24.4,?,?,11.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25900,31100,28300,73200,49300,122400,177800,434700,297900,968500
1933,0.08,1.15,4.24,12.34,2.07,5.93,1.06,4.09,0.33,0.2,0.82,2.72,7.54,0.89,3.62,0.4,2.2,0.14,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0.7,2.5,4.72,11.83,2.53,9.16,3.04,7.49,0.28,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1.66,4.18,7.39,1.74,5.57,0.4,3.8,0.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26,?,?,?,?,?,?,?,25.7,27.6,36.2,23.9,?,?,?,?,?,?,?,?,?,?,46.4,?,?,?,36,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32.2,?,?,41.4,?,?,26.8,?,18,19.9,22.8,11,29.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.9,20.8,23.9,22.4,?,?,?,?,?,?,40.8,?,?,?,?,?,10900,14100,23300,42900,46700,135000,239000,354000,342000,977200
1955,0,4.88,8.45,6.8,5.47,1.88,6.61,2.21,0.94,0,3.34,6.04,3.36,2.53,1.79,3.42,0.88,0.14,0,2.82,6.58,3.5,3.48,1.77,3.85,1.3,0.42,?,?,?,?,?,?,?,?,?,0.41,7.12,14.94,6.93,4.66,3.95,8.73,1.17,0.1,?,?,?,?,?,?,?,?,?,0,3.59,11.31,8.04,4.56,2.28,5.49,0.95,0.09,0.31,5.13,11.11,7.74,4.1,2.21,6.55,1.33,0,0.02,3.32,8.45,6.78,4.12,0.74,4.47,1.57,0,0.14,3.64,11.03,7.05,3.52,0.82,6.37,1.23,0,?,?,?,?,?,?,21.3,25,24.6,25,7.5,?,?,35.6,37.6,45,?,?,?,?,15.4,?,?,?,?,24.5,?,?,27.2,33.4,32.6,36.4,27,35.5,36.3,43.4,?,?,?,27.2,?,?,48.5,?,?,?,16,?,?,?,?,?,?,24.3,29,29.1,33.3,?,?,?,?,?,16.6,19.2,13.3,10.6,?,?,21.7,25.6,24.3,18.7,?,?,?,?,34,37.4,?,23.4,22.5,?,16.2,22.9,15.7,?,15.3,30.4,?,39.4,?,?,10,8.3,0,?,?,?,?,?,?,21,24.9,23,16.3,?,22.5,28.1,26.8,31.4,?,?,?,?,28.7,34.5,35.2,?,?,?,?,?,11770,28540,113990,133050,102900,153690,239710,485310,221640,988200
1989,0.05,9.01,5.63,2.92,3.74,13.67,2.79,1.96,1.59,0.28,9.44,4.52,1.76,3.8,10.04,1.53,0.9,1.33,0.1,8.14,4.05,1.67,3.19,9.5,1.26,0.9,1.12,?,?,?,?,?,?,?,?,?,0.03,18.8,8.75,4.59,6.54,25.32,4.16,1.66,0.4,?,?,?,?,?,?,?,?,?,0.05,10.09,3,2.13,3.92,15.53,3.67,0.82,1.29,0,11.62,6.73,2.42,3.13,17.67,2.24,0.53,0.64,0,5.21,4.12,1.51,2.78,10.29,1.52,0.41,0.03,0,7.69,5.13,2.15,3,11.31,1.11,0.65,1.09,17.6,18.8,21.1,33.3,18,13.6,16.9,19.6,29.3,16.2,?,22.6,28.1,36.5,55,46.1,18.4,15.6,19.8,22.4,27.8,?,15.5,19.8,23,29.1,9,19.1,22.1,27.3,41.1,25,24.8,31.1,42.7,28.5,15.5,19.7,26.3,33.5,18.2,41,?,14.4,17.8,21.8,19.2,?,29.3,29.6,42.8,28.7,18.2,21.1,27.5,42,28.8,?,18.4,23.5,29.8,15.8,14,16.8,18.3,3.5,?,14.9,18.4,22.1,26.7,3.6,14.1,16.4,14.4,0,34.3,?,?,20.4,?,?,13.9,16.2,13,1.2,20.9,?,36.5,47.6,?,11,11.9,12.1,9.8,12.8,14.4,14.4,15.4,2.8,6.9,17.2,21.6,29.4,12.7,17.4,20.6,23.9,36.6,26,23.8,28.8,39.7,27.9,23.7,31.6,38.8,?,22.5,22.9,31.9,18.6,5560,85163,62283,66274,109260,866372,552920,315650,145186,1030409
1913,?,?,?,?,?,?,?,?,?,0.65,3.11,2.09,7.44,0.63,1.88,1.82,1.66,0.99,0.2,1.2,0,7.3,0.9,1.75,1.5,0.95,0.22,?,?,?,?,?,?,?,?,?,3.3,8.46,3.92,9.88,1.68,4.95,4.83,3.36,1.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.58,3.84,1.81,6.67,0.47,3.11,2.39,2.42,0.02,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20.2,?,?,?,?,?,?,?,?,?,?,?,38.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32.7,?,?,13.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,?,?,?,?,?,19900,94700,42000,100200,75200,113000,365100,456900,164900,1031300
1920,0.69,1.41,9.35,0.45,3.57,12.32,7.85,0.6,2.05,0.57,0.88,7.19,0.9,2.17,6.29,3.77,0,1.2,0,0.6,6.55,0,1.2,3.6,0,0,0,?,?,?,?,?,?,?,?,?,2.54,2.22,10.71,1.9,5.05,13.31,7.39,0.15,1.74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.43,0.79,7.96,1.25,2.53,11.72,3.6,0.15,0.55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.3,?,26.3,29.9,18.2,?,?,?,?,?,?,?,?,?,?,42.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,33.3,?,?,23.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36.9,?,?,?,?,?,12900,15400,47100,43800,41800,243700,368200,455300,178100,1040700
1905,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.64,0,3.78,2.59,2.4,3.36,1.65,1.12,0,?,?,?,?,?,?,?,?,?,10.13,3.7,8.89,8.01,7.25,14.06,3.17,4.14,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.95,1.95,4.27,3.27,5.23,7.67,2.61,2.35,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,140500,59700,65300,204800,238700,383100,417100,389400,192200,1048200
1928,3.6,2.7,3.25,4.71,4.3,5.94,4,0.5,0,3,5.35,3.29,1.92,1.11,12.2,3.63,0.1,0.28,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.26,12.98,5.37,5.1,4.16,23.95,5.35,0.51,0.45,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,5.65,5.71,2.67,3.08,13.16,2.81,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.1,?,?,?,?,?,?,?,11.1,15.4,?,28.1,?,?,?,?,?,?,?,?,?,?,?,50.5,?,?,14,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,33.6,?,?,?,?,?,17400,113400,99100,108500,138300,988500,536000,395600,97500,1048800
1954,1.9,3.6,2.77,7.78,7.35,10.88,2.22,0.38,1.4,1.08,1.93,1.84,4.93,4.96,5.05,1.48,0,0.64,0.97,2.11,1.75,6.27,5.36,5.08,1.84,0.17,0.34,?,?,?,?,?,?,?,?,?,2.64,7.57,3.27,10.29,9.69,13.23,6.93,0.22,1.79,?,?,?,?,?,?,?,?,?,1.74,5.01,3.09,8.32,7.64,9.47,4.15,0.66,2.19,1.98,6.67,3.45,9.89,7.85,12.07,5.49,0.68,1.9,1.63,4.28,2.59,5.73,4.15,8.01,2.89,0.42,1.48,1.61,4.4,2.51,6.39,5.7,10.17,3.42,0.46,1.1,?,?,?,?,?,?,13.1,20.8,26.9,15.8,10.8,?,20.8,35,47.4,35.7,?,?,?,?,21.7,?,?,?,?,25.5,?,8.2,20.4,30,35.5,25.7,24.3,34,42.3,31.5,?,?,?,30.3,?,38.8,47.5,?,?,?,19.9,?,?,?,?,?,?,14.3,24.3,33.5,23.4,?,?,?,?,?,11.9,17.2,17.2,1.2,?,?,16,21.3,27.9,4.7,?,?,?,?,35.8,44.3,?,21.3,24.9,?,11.8,?,20.4,?,18.2,?,32.9,42.1,?,?,7.3,7.4,7.6,?,?,?,?,?,?,15.5,22,28.3,0,?,12.4,21.6,31.4,22.1,?,?,?,?,20.9,32.1,39.2,?,?,?,?,?,16480,53900,64520,122930,210250,449790,542300,363740,114650,1053650
1951,4.92,14.79,11.92,8.27,4.22,2.42,4.3,2.18,0.22,6.42,13.73,9.05,7,3.27,1.33,3.33,2.28,0,6.02,11.37,7.59,6.79,3.59,1.91,2.11,1.65,0.2,?,?,?,?,?,?,?,?,?,10.42,23.9,17.3,13.35,6.25,7.32,3.79,4.36,0,?,?,?,?,?,?,?,?,?,8.58,21.74,15.05,11.98,6.87,5.93,3.35,3.45,0.02,7.09,23.52,16.01,14.97,5.48,7.71,2.8,2.93,0,5.53,14.43,9.3,8.51,4.59,3.54,1.89,1.91,0,5.7,14.64,10.06,9.77,5.65,4.33,2.58,2.51,0,?,?,?,?,?,?,11.3,16.4,16.6,5.6,12.7,10.5,29.4,37.6,40,24.8,?,?,?,?,16.3,?,?,?,?,18.8,?,?,16.5,24.6,26.6,0,20,?,33.4,19.7,?,?,?,25.5,?,?,61.1,?,?,?,20.2,?,?,?,?,?,?,18.6,21.5,23.5,15.4,?,?,?,?,?,11,14.3,10,2.2,?,?,?,17,17,?,?,?,?,?,?,46.7,?,?,16,?,8.8,11.6,12.6,2.3,18.5,?,?,?,?,?,?,7.9,0,?,?,?,?,?,?,?,15.8,18.1,?,?,17,21.6,20.4,9.9,?,?,?,?,?,30.4,31.4,?,?,?,?,?,40470,984830,1054260,575680,425360,431250,431100,455560,155990,1086880
